chr	start	end	id	TCGA-BLOOD.all	TCGA-BLOOD.amp	TCGA-BLOOD.del	TCGA-BRCA.all	TCGA-BRCA.amp	TCGA-BRCA.del	TCGA-BRCA.segs	TCGA-PANC.all	TCGA-PANC.amp	TCGA-PANC.del	TCGA-SCCA.all	TCGA-SCCA.amp	TCGA-SCCA.del
chr1	17100000	17149999	343	4	0	4	25	1	24	391	151	5	146	13	0	13
chr1	17150000	17199999	344	1	1	0	17	1	16	776	138	28	110	15	6	9
chr1	17200000	17249999	345	6	5	1	39	12	27	493	368	112	256	27	12	15
chr1	17250000	17299999	346	4	1	3	28	3	25	1812	259	53	206	21	10	11
chr1	17300000	17349999	347	2	0	2	4	0	4	193	41	21	20	1	1	0
chr1	17350000	17399999	348	1	1	0	0	0	0	33	10	3	7	0	0	0
chr1	17400000	17449999	349	3	1	2	2	0	2	25	29	2	27	3	0	3
chr1	17450000	17499999	350	8	2	6	0	0	0	24	29	8	21	1	0	1
chr1	17500000	17549999	351	8	1	7	16	6	10	76	112	45	67	8	6	2
chr1	17550000	17599999	352	5	1	4	2	0	2	61	46	22	24	4	1	3
chr1	17600000	17649999	353	7	6	1	2	0	2	66	63	34	29	4	1	3
chr1	17650000	17699999	354	0	0	0	4	0	4	31	21	2	19	6	0	6
chr1	17700000	17749999	355	2	0	2	2	0	2	23	10	2	8	1	0	1
chr1	17750000	17799999	356	2	0	2	3	0	3	40	30	4	26	2	0	2
chr1	17800000	17849999	357	0	0	0	2	0	2	39	10	4	6	2	0	2
chr1	17850000	17899999	358	0	0	0	0	0	0	17	5	0	5	0	0	0
chr1	17900000	17949999	359	3	0	3	5	1	4	27	27	2	25	1	0	1
chr1	17950000	17999999	360	0	0	0	1	1	0	23	20	1	19	1	0	1
chr1	18000000	18049999	361	10	0	10	0	0	0	12	19	1	18	0	0	0
chr1	18050000	18099999	362	2	0	2	2	0	2	10	12	0	12	2	0	2
chr1	18100000	18149999	363	5	3	2	4	0	4	11	18	3	15	3	0	3
chr1	18150000	18199999	364	4	2	2	4	2	2	22	23	4	19	5	0	5
chr1	18200000	18249999	365	10	10	0	6	0	6	43	100	12	88	22	0	22
chr1	18250000	18299999	366	10	8	2	5	0	5	46	27	8	19	2	0	2
chr1	18300000	18349999	367	14	14	0	4	0	4	24	68	14	54	1	0	1
chr1	18350000	18399999	368	4	0	4	6	3	3	35	36	15	21	3	1	2
chr1	18400000	18449999	369	4	4	0	2	2	0	4	9	6	3	0	0	0
chr1	18450000	18499999	370	2	0	2	27	0	27	98	123	0	123	10	0	10
chr1	18500000	18549999	371	0	0	0	4	0	4	16	53	2	51	4	0	4
chr1	18550000	18599999	372	14	14	0	0	0	0	10	44	14	30	0	0	0
chr1	18600000	18649999	373	0	0	0	4	0	4	16	26	0	26	1	0	1
chr1	18650000	18699999	374	8	2	6	6	0	6	27	29	4	25	2	2	0
chr1	18700000	18749999	375	2	2	0	7	0	7	23	38	6	32	4	2	2
chr1	18750000	18799999	376	0	0	0	3	0	3	23	29	5	24	2	0	2
chr1	18800000	18849999	377	10	2	8	7	5	2	30	87	14	73	3	0	3
chr1	18850000	18899999	378	6	4	2	3	0	3	18	35	4	31	4	0	4
chr1	18900000	18949999	379	2	2	0	4	0	4	32	19	8	11	0	0	0
chr1	18950000	18999999	380	2	2	0	2	0	2	16	19	2	17	0	0	0
chr1	19000000	19049999	381	2	0	2	1	0	1	24	21	4	17	0	0	0
chr1	19050000	19099999	382	5	4	1	3	1	2	33	29	9	20	0	0	0
chr1	19100000	19149999	383	4	4	0	7	0	7	32	60	14	46	3	0	3
chr1	19150000	19199999	384	1	1	0	10	0	10	64	74	5	69	7	0	7
chr1	19200000	19249999	385	2	0	2	2	0	2	20	52	5	47	3	0	3
chr1	19250000	19299999	386	0	0	0	2	0	2	19	15	1	14	0	0	0
chr1	19300000	19349999	387	2	2	0	1	0	1	9	9	4	5	0	0	0
chr1	19350000	19399999	388	16	0	16	14	0	14	71	103	23	80	2	2	0
chr1	19400000	19449999	389	14	8	6	7	0	7	57	64	11	53	5	0	5
chr1	19450000	19499999	390	2	2	0	0	0	0	22	12	4	8	0	0	0
chr1	19500000	19549999	391	4	4	0	0	0	0	13	6	4	2	0	0	0
chr1	19550000	19599999	392	9	0	9	1	1	0	25	31	16	15	1	1	0
chr1	19600000	19649999	393	2	0	2	8	3	5	50	62	23	39	9	2	7
chr1	19650000	19699999	394	6	0	6	5	0	5	39	77	3	74	4	0	4
chr1	19700000	19749999	395	4	0	4	2	0	2	22	57	2	55	14	0	14
chr1	19750000	19799999	396	0	0	0	4	0	4	32	43	0	43	2	0	2
chr1	19800000	19849999	397	0	0	0	3	2	1	36	26	3	23	8	0	8
chr1	19850000	19899999	398	0	0	0	4	2	2	15	33	8	25	3	0	3
chr1	19900000	19949999	399	4	4	0	3	0	3	18	17	6	11	3	0	3
chr1	19950000	19999999	400	10	0	10	3	0	3	19	23	5	18	0	0	0
chr1	20000000	20049999	401	6	2	4	0	0	0	12	17	2	15	0	0	0
chr1	20050000	20099999	402	4	2	2	7	0	7	37	73	2	71	11	0	11
chr1	20100000	20149999	403	0	0	0	2	0	2	12	16	0	16	0	0	0
chr1	20150000	20199999	404	0	0	0	1	0	1	23	41	0	41	0	0	0
chr1	20200000	20249999	405	0	0	0	0	0	0	8	3	0	3	2	0	2
chr1	20250000	20299999	406	0	0	0	2	0	2	6	17	0	17	1	0	1
chr1	20300000	20349999	407	4	4	0	1	0	1	23	31	5	26	1	0	1
chr1	20350000	20399999	408	1	0	1	0	0	0	12	11	3	8	0	0	0
chr1	20400000	20449999	409	9	8	1	8	0	8	26	39	8	31	2	0	2
chr1	20450000	20499999	410	0	0	0	2	0	2	22	9	6	3	0	0	0
chr1	20500000	20549999	411	4	2	2	2	0	2	28	13	4	9	0	0	0
chr1	20550000	20599999	412	6	6	0	7	0	7	26	105	7	98	1	0	1
chr1	20600000	20649999	413	18	18	0	0	0	0	16	29	20	9	0	0	0
chr1	20650000	20699999	414	12	12	0	0	0	0	2	18	15	3	0	0	0
chr1	20700000	20749999	415	0	0	0	0	0	0	6	1	1	0	0	0	0
chr1	20750000	20799999	416	11	11	0	2	0	2	20	22	11	11	0	0	0
chr1	20800000	20849999	417	2	0	2	0	0	0	4	9	2	7	0	0	0
chr1	20850000	20899999	418	6	0	6	31	0	31	150	315	26	289	40	2	38
chr1	20900000	20949999	419	1	0	1	1	0	1	13	25	2	23	5	0	5
chr1	20950000	20999999	420	0	0	0	8	0	8	21	38	2	36	2	0	2
chr1	21000000	21049999	421	12	0	12	2	0	2	12	45	4	41	4	0	4
chr1	21050000	21099999	422	12	0	12	0	0	0	20	35	0	35	4	0	4
chr1	21100000	21149999	423	2	2	0	5	0	5	30	50	10	40	8	0	8
chr1	21150000	21199999	424	0	0	0	4	1	3	22	6	1	5	0	0	0
chr1	21200000	21249999	425	0	0	0	1	1	0	14	9	1	8	0	0	0
chr1	21250000	21299999	426	0	0	0	1	1	0	10	4	1	3	0	0	0
chr1	21300000	21349999	427	0	0	0	0	0	0	11	6	4	2	0	0	0
chr1	21350000	21399999	428	0	0	0	3	0	3	24	12	0	12	2	0	2
chr1	21400000	21449999	429	0	0	0	0	0	0	6	6	4	2	0	0	0
chr1	21450000	21499999	430	1	1	0	0	0	0	14	11	3	8	4	0	4
chr1	21500000	21549999	431	1	1	0	2	0	2	16	7	2	5	0	0	0
chr1	21550000	21599999	432	5	0	5	1	0	1	31	14	2	12	0	0	0
chr1	21600000	21649999	433	7	0	7	30	0	30	162	228	17	211	15	1	14
chr1	21650000	21699999	434	3	0	3	5	0	5	98	109	12	97	7	1	6
chr1	21700000	21749999	435	1	0	1	4	0	4	80	109	16	93	11	3	8
chr1	21750000	21799999	436	4	1	3	17	2	15	152	130	18	112	12	6	6
chr1	21800000	21849999	437	0	0	0	16	12	4	62	67	20	47	6	0	6
chr1	21850000	21899999	438	11	4	7	2	0	2	20	33	4	29	0	0	0
chr1	21900000	21949999	439	8	2	6	0	0	0	22	28	4	24	0	0	0
chr1	21950000	21999999	440	8	0	8	1	0	1	13	18	4	14	1	0	1
chr1	22000000	22049999	441	6	0	6	0	0	0	14	22	8	14	1	0	1
chr1	22050000	22099999	442	0	0	0	0	0	0	12	22	5	17	2	2	0
chr1	22100000	22149999	443	1	0	1	3	2	1	44	66	54	12	4	4	0
chr1	22150000	22199999	444	8	0	8	22	4	18	91	283	80	203	36	8	28
chr1	22200000	22249999	445	0	0	0	1	0	1	14	20	6	14	0	0	0
chr1	22250000	22299999	446	2	0	2	15	0	15	159	76	13	63	10	1	9
chr1	22300000	22349999	447	10	1	9	107	5	102	417	904	32	872	120	3	117
chr1	22350000	22399999	448	0	0	0	1	1	0	70	28	19	9	1	0	1
chr1	22400000	22449999	449	0	0	0	3	0	3	92	21	12	9	2	2	0
chr1	22450000	22499999	450	0	0	0	3	0	3	41	35	19	16	2	1	1
chr1	22500000	22549999	451	11	2	9	38	1	37	121	372	47	325	26	2	24
chr1	22550000	22599999	452	7	1	6	2	0	2	10	25	5	20	8	2	6
chr1	22600000	22649999	453	5	2	3	8	0	8	48	92	14	78	8	2	6
chr1	22650000	22699999	454	1	0	1	6	2	4	28	81	37	44	16	5	11
chr1	22700000	22749999	455	0	0	0	0	0	0	0	11	8	3	0	0	0
chr1	22750000	22799999	456	0	0	0	4	2	2	13	21	4	17	2	0	2
chr1	22800000	22849999	457	0	0	0	1	1	0	22	8	4	4	1	1	0
chr1	22850000	22899999	458	6	0	6	2	2	0	9	31	12	19	0	0	0
chr1	22900000	22949999	459	0	0	0	2	0	2	9	17	5	12	2	2	0
chr1	22950000	22999999	460	6	6	0	9	0	9	47	72	10	62	5	2	3
chr1	23000000	23049999	461	4	2	2	4	0	4	30	8	2	6	0	0	0
chr1	23050000	23099999	462	10	0	10	0	0	0	12	19	4	15	0	0	0
chr1	23100000	23149999	463	9	2	7	5	0	5	23	66	4	62	4	0	4
chr1	23150000	23199999	464	9	1	8	8	0	8	32	75	10	65	9	0	9
chr1	23200000	23249999	465	2	0	2	2	0	2	24	35	5	30	0	0	0
chr1	23250000	23299999	466	0	0	0	2	2	0	40	11	2	9	0	0	0
chr1	23300000	23349999	467	0	0	0	1	0	1	16	4	1	3	0	0	0
chr1	23350000	23399999	468	0	0	0	0	0	0	11	3	2	1	0	0	0
chr1	23400000	23449999	469	1	1	0	1	1	0	15	6	4	2	0	0	0
chr1	23450000	23499999	470	1	0	1	13	0	13	65	110	8	102	11	0	11
chr1	23500000	23549999	471	0	0	0	6	0	6	42	28	4	24	3	2	1
chr1	23550000	23599999	472	2	0	2	0	0	0	32	6	0	6	0	0	0
chr1	23600000	23649999	473	2	0	2	0	0	0	27	7	3	4	0	0	0
chr1	23650000	23699999	474	0	0	0	0	0	0	16	7	6	1	0	0	0
chr1	23700000	23749999	475	6	5	1	4	0	4	26	22	10	12	0	0	0
chr1	23750000	23799999	476	1	0	1	3	0	3	25	16	2	14	2	0	2
chr1	23800000	23849999	477	0	0	0	4	0	4	32	26	4	22	0	0	0
chr1	23850000	23899999	478	0	0	0	0	0	0	12	9	4	5	1	0	1
chr1	23900000	23949999	479	3	3	0	5	0	5	21	8	3	5	0	0	0
chr1	23950000	23999999	480	9	1	8	18	0	18	53	249	1	248	24	0	24
chr1	24000000	24049999	481	0	0	0	0	0	0	14	0	0	0	0	0	0
chr1	24050000	24099999	482	0	0	0	2	0	2	30	6	0	6	1	0	1
chr1	24100000	24149999	483	2	0	2	1	0	1	19	22	17	5	4	4	0
chr1	24150000	24199999	484	0	0	0	1	1	0	21	19	11	8	2	0	2
chr1	24200000	24249999	485	0	0	0	7	7	0	24	14	9	5	2	2	0
chr1	24250000	24299999	486	0	0	0	0	0	0	7	12	1	11	0	0	0
chr1	24300000	24349999	487	0	0	0	2	2	0	3	7	3	4	0	0	0
chr1	24350000	24399999	488	0	0	0	4	0	4	23	21	2	19	2	0	2
chr1	24400000	24449999	489	0	0	0	0	0	0	10	4	2	2	0	0	0
chr1	24450000	24499999	490	3	3	0	0	0	0	10	23	5	18	2	0	2
chr1	24500000	24549999	491	2	0	2	3	0	3	39	37	2	35	5	0	5
chr1	24550000	24599999	492	0	0	0	13	0	13	34	71	2	69	3	0	3
chr1	24600000	24649999	493	0	0	0	5	1	4	35	14	6	8	0	0	0
chr1	24650000	24699999	494	5	0	5	2	0	2	14	13	4	9	0	0	0
chr1	24700000	24749999	495	0	0	0	0	0	0	22	5	0	5	0	0	0
chr1	24750000	24799999	496	0	0	0	0	0	0	12	1	0	1	0	0	0
chr1	24800000	24849999	497	0	0	0	6	4	2	34	12	8	4	1	0	1
chr1	24850000	24899999	498	2	0	2	2	1	1	26	39	20	19	3	3	0
chr1	24900000	24949999	499	9	3	6	4	2	2	58	40	22	18	2	2	0
chr1	24950000	24999999	500	6	4	2	2	0	2	22	30	7	23	0	0	0
chr1	25000000	25049999	501	3	0	3	7	2	5	37	26	2	24	2	0	2
chr1	25050000	25099999	502	2	0	2	0	0	0	24	18	2	16	2	0	2
chr1	25100000	25149999	503	5	0	5	0	0	0	15	13	5	8	0	0	0
chr1	25150000	25199999	504	1	0	1	19	3	16	82	151	16	135	24	2	22
chr1	25200000	25249999	505	0	0	0	2	0	2	21	9	2	7	0	0	0
chr1	25250000	25299999	506	4	3	1	0	0	0	6	17	3	14	0	0	0
chr1	25300000	25349999	507	7	3	4	10	2	8	56	163	8	155	8	0	8
chr1	25350000	25399999	508	2	1	1	2	2	0	8	20	5	15	0	0	0
chr1	25400000	25449999	509	8	0	8	45	8	37	190	431	64	367	32	5	27
chr1	25450000	25499999	510	31	15	16	14	8	6	119	270	88	182	35	6	29
chr1	25500000	25549999	511	1	1	0	0	0	0	38	22	11	11	1	0	1
chr1	25550000	25599999	512	62	2	60	354	2	352	2397	3426	123	3303	389	5	384
chr1	25600000	25649999	513	56	6	50	318	11	307	1459	3270	167	3103	390	13	377
chr1	25650000	25699999	514	19	3	16	87	2	85	1384	766	65	701	74	2	72
chr1	25700000	25749999	515	9	1	8	7	3	4	88	93	16	77	9	4	5
chr1	25750000	25799999	516	0	0	0	2	0	2	23	14	4	10	1	0	1
chr1	25800000	25849999	517	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1	25850000	25899999	518	3	1	2	0	0	0	12	5	1	4	0	0	0
chr1	25900000	25949999	519	12	7	5	2	2	0	18	18	9	9	0	0	0
chr1	25950000	25999999	520	2	1	1	0	0	0	23	9	2	7	0	0	0
chr1	26000000	26049999	521	0	0	0	0	0	0	17	3	0	3	0	0	0
chr1	26050000	26099999	522	22	10	12	4	0	4	13	31	10	21	0	0	0
chr1	26100000	26149999	523	4	0	4	2	0	2	18	14	4	10	2	2	0
chr1	26150000	26199999	524	0	0	0	0	0	0	18	6	0	6	0	0	0
chr1	26200000	26249999	525	3	2	1	2	0	2	34	21	8	13	4	4	0
chr1	26250000	26299999	526	7	7	0	0	0	0	30	13	9	4	2	2	0
chr1	26300000	26349999	527	11	11	0	2	2	0	4	15	15	0	0	0	0
chr1	26350000	26399999	528	0	0	0	0	0	0	26	10	8	2	4	4	0
chr1	26400000	26449999	529	0	0	0	2	0	2	30	12	0	12	0	0	0
chr1	26450000	26499999	530	0	0	0	0	0	0	16	24	2	22	8	2	6
chr1	26500000	26549999	531	0	0	0	0	0	0	20	10	0	10	2	0	2
chr1	26550000	26599999	532	0	0	0	2	2	0	20	4	4	0	0	0	0
chr1	26600000	26649999	533	1	0	1	2	2	0	12	25	17	8	3	1	2
chr1	26650000	26699999	534	4	1	3	0	0	0	18	8	2	6	1	0	1
chr1	26700000	26749999	535	0	0	0	3	0	3	24	17	1	16	2	0	2
chr1	26750000	26799999	536	1	1	0	0	0	0	26	24	1	23	2	0	2
chr1	26800000	26849999	537	10	5	5	5	1	4	52	80	22	58	11	2	9
chr1	26850000	26899999	538	7	2	5	2	0	2	37	58	16	42	4	1	3
chr1	26900000	26949999	539	0	0	0	4	0	4	32	21	0	21	3	0	3
chr1	26950000	26999999	540	0	0	0	2	0	2	18	8	2	6	0	0	0
chr1	27000000	27049999	541	0	0	0	0	0	0	14	15	1	14	2	0	2
chr1	27050000	27099999	542	0	0	0	2	0	2	28	20	4	16	6	2	4
chr1	27100000	27149999	543	0	0	0	2	0	2	19	10	4	6	2	2	0
chr1	27150000	27199999	544	0	0	0	0	0	0	17	8	4	4	0	0	0
chr1	27200000	27249999	545	0	0	0	0	0	0	16	9	3	6	0	0	0
chr1	27250000	27299999	546	0	0	0	0	0	0	8	2	0	2	0	0	0
chr1	27300000	27349999	547	2	0	2	0	0	0	23	16	9	7	0	0	0
chr1	27350000	27399999	548	7	0	7	24	17	7	118	118	66	52	9	4	5
chr1	27400000	27449999	549	2	0	2	0	0	0	17	18	9	9	0	0	0
chr1	27450000	27499999	550	3	0	3	3	0	3	13	8	2	6	0	0	0
chr1	27500000	27549999	551	3	0	3	0	0	0	12	12	0	12	4	0	4
chr1	27550000	27599999	552	0	0	0	2	0	2	26	4	2	2	0	0	0
chr1	27600000	27649999	553	0	0	0	0	0	0	13	8	2	6	0	0	0
chr1	27650000	27699999	554	0	0	0	0	0	0	15	27	6	21	0	0	0
chr1	27700000	27749999	555	0	0	0	0	0	0	9	8	4	4	2	2	0
chr1	27750000	27799999	556	4	0	4	0	0	0	15	10	6	4	6	6	0
chr1	27800000	27849999	557	6	0	6	8	2	6	76	78	25	53	7	2	5
chr1	27850000	27899999	558	4	4	0	0	0	0	14	10	6	4	0	0	0
chr1	27900000	27949999	559	3	3	0	0	0	0	8	3	3	0	0	0	0
chr1	27950000	27999999	560	12	12	0	4	0	4	31	39	16	23	0	0	0
chr1	28000000	28049999	561	9	7	2	0	0	0	6	27	13	14	0	0	0
chr1	28050000	28099999	562	2	0	2	0	0	0	6	10	4	6	0	0	0
chr1	28100000	28149999	563	0	0	0	0	0	0	20	2	2	0	0	0	0
chr1	28150000	28199999	564	0	0	0	0	0	0	16	2	0	2	0	0	0
chr1	28200000	28249999	565	1	0	1	4	0	4	24	32	2	30	0	0	0
chr1	28250000	28299999	566	1	0	1	3	0	3	15	68	0	68	5	0	5
chr1	28300000	28349999	567	1	1	0	0	0	0	16	17	3	14	4	0	4
chr1	28350000	28399999	568	0	0	0	0	0	0	25	8	0	8	2	0	2
chr1	28400000	28449999	569	4	0	4	1	1	0	24	31	20	11	1	1	0
chr1	28450000	28499999	570	10	10	0	0	0	0	14	17	17	0	3	3	0
chr1	28500000	28549999	571	10	10	0	0	0	0	9	44	36	8	4	4	0
chr1	28550000	28599999	572	4	4	0	2	0	2	42	64	4	60	3	0	3
chr1	28600000	28649999	573	2	2	0	2	0	2	27	15	8	7	0	0	0
chr1	28650000	28699999	574	2	0	2	0	0	0	25	11	4	7	0	0	0
chr1	28700000	28749999	575	6	6	0	0	0	0	8	22	10	12	3	3	0
chr1	28750000	28799999	576	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1	28800000	28849999	577	0	0	0	4	0	4	45	57	26	31	8	5	3
chr1	28850000	28899999	578	0	0	0	0	0	0	20	4	4	0	0	0	0
chr1	28900000	28949999	579	4	0	4	0	0	0	22	4	0	4	0	0	0
chr1	28950000	28999999	580	2	0	2	0	0	0	19	3	0	3	0	0	0
chr1	29000000	29049999	581	0	0	0	0	0	0	21	5	4	1	0	0	0
chr1	29050000	29099999	582	0	0	0	0	0	0	38	0	0	0	0	0	0
chr1	29100000	29149999	583	0	0	0	4	0	4	21	30	2	28	5	0	5
chr1	29150000	29199999	584	0	0	0	8	1	7	49	25	5	20	2	0	2
chr1	29200000	29249999	585	0	0	0	2	0	2	57	8	2	6	0	0	0
chr1	29250000	29299999	586	0	0	0	1	0	1	24	3	0	3	0	0	0
chr1	29300000	29349999	587	0	0	0	0	0	0	4	4	4	0	0	0	0
chr1	29350000	29399999	588	0	0	0	0	0	0	34	2	2	0	0	0	0
chr1	29400000	29449999	589	0	0	0	2	1	1	39	13	9	4	5	3	2
chr1	29450000	29499999	590	4	1	3	4	3	1	51	66	51	15	12	10	2
chr1	29500000	29549999	591	2	2	0	0	0	0	48	10	6	4	0	0	0
chr1	29550000	29599999	592	4	2	2	3	1	2	58	13	5	8	4	0	4
chr1	29600000	29649999	593	0	0	0	0	0	0	34	4	0	4	0	0	0
chr1	29650000	29699999	594	4	4	0	2	0	2	14	14	4	10	0	0	0
chr1	29700000	29749999	595	4	2	2	5	5	0	27	24	11	13	0	0	0
chr1	29750000	29799999	596	1	0	1	10	2	8	64	140	9	131	6	0	6
chr1	29800000	29849999	597	6	6	0	1	0	1	15	8	6	2	0	0	0
chr1	29850000	29899999	598	0	0	0	4	0	4	30	16	2	14	3	0	3
chr1	29900000	29949999	599	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1	29950000	29999999	600	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1	30000000	30049999	601	0	0	0	0	0	0	6	0	0	0	0	0	0
chr1	30050000	30099999	602	2	2	0	0	0	0	8	10	4	6	2	0	2
chr1	30100000	30149999	603	9	9	0	2	0	2	20	25	12	13	0	0	0
chr1	30150000	30199999	604	14	0	14	11	8	3	51	80	14	66	7	0	7
chr1	30200000	30249999	605	15	2	13	14	2	12	58	97	9	88	6	0	6
chr1	30250000	30299999	606	0	0	0	0	0	0	16	6	1	5	0	0	0
chr1	30300000	30349999	607	3	3	0	3	0	3	14	27	3	24	2	0	2
chr1	30350000	30399999	608	9	7	2	22	2	20	79	129	14	115	18	0	18
chr1	30400000	30449999	609	3	0	3	2	0	2	10	23	0	23	0	0	0
chr1	30450000	30499999	610	2	0	2	11	0	11	63	114	4	110	12	1	11
chr1	30500000	30549999	611	13	0	13	24	10	14	76	103	14	89	6	2	4
chr1	30550000	30599999	612	2	2	0	2	0	2	20	18	3	15	2	0	2
chr1	30600000	30649999	613	1	1	0	8	0	8	39	46	1	45	4	0	4
chr1	30650000	30699999	614	4	2	2	15	7	8	75	91	65	26	12	9	3
chr1	30700000	30749999	615	36	11	25	186	25	161	905	1468	170	1298	162	16	146
chr1	30750000	30799999	616	5	4	1	9	2	7	28	39	7	32	5	0	5
chr1	30800000	30849999	617	14	13	1	6	0	6	19	36	13	23	0	0	0
chr1	30850000	30899999	618	4	0	4	6	0	6	26	53	2	51	0	0	0
chr1	30900000	30949999	619	10	0	10	22	5	17	93	246	41	205	28	5	23
chr1	30950000	30999999	620	10	0	10	2	0	2	9	33	3	30	3	1	2
chr1	31000000	31049999	621	1	0	1	2	0	2	38	13	0	13	2	0	2
chr1	31050000	31099999	622	4	2	2	14	3	11	81	112	11	101	16	0	16
chr1	31100000	31149999	623	8	2	6	9	0	9	140	45	6	39	4	0	4
chr1	31150000	31199999	624	14	4	10	3	0	3	100	58	28	30	4	3	1
chr1	31200000	31249999	625	13	1	12	9	0	9	90	110	5	105	7	0	7
chr1	31250000	31299999	626	9	5	4	0	0	0	151	55	25	30	4	1	3
chr1	31300000	31349999	627	22	21	1	6	0	6	52	124	34	90	10	3	7
chr1	31350000	31399999	628	14	10	4	2	2	0	48	39	23	16	2	0	2
chr1	31400000	31449999	629	0	0	0	8	4	4	58	51	12	39	12	2	10
chr1	31450000	31499999	630	0	0	0	2	0	2	19	13	6	7	0	0	0
chr1	31500000	31549999	631	0	0	0	4	0	4	32	11	5	6	0	0	0
chr1	31550000	31599999	632	0	0	0	2	2	0	32	3	2	1	0	0	0
chr1	31600000	31649999	633	3	0	3	45	4	41	160	592	7	585	89	0	89
chr1	31650000	31699999	634	2	2	0	0	0	0	16	19	3	16	0	0	0
chr1	31700000	31749999	635	0	0	0	7	0	7	38	47	1	46	4	0	4
chr1	31750000	31799999	636	0	0	0	0	0	0	16	9	4	5	2	2	0
chr1	31800000	31849999	637	1	1	0	0	0	0	26	11	3	8	3	0	3
chr1	31850000	31899999	638	6	0	6	0	0	0	20	11	4	7	0	0	0
chr1	31900000	31949999	639	9	0	9	0	0	0	77	21	6	15	0	0	0
chr1	31950000	31999999	640	3	0	3	4	0	4	51	90	11	79	13	0	13
chr1	32000000	32049999	641	0	0	0	0	0	0	43	11	1	10	4	0	4
chr1	32050000	32099999	642	6	4	2	4	4	0	29	16	12	4	0	0	0
chr1	32100000	32149999	643	1	0	1	2	2	0	26	18	8	10	0	0	0
chr1	32150000	32199999	644	3	2	1	4	4	0	44	19	12	7	0	0	0
chr1	32200000	32249999	645	2	2	0	6	0	6	47	13	6	7	0	0	0
chr1	32250000	32299999	646	10	2	8	4	2	2	36	21	8	13	0	0	0
chr1	32300000	32349999	647	0	0	0	0	0	0	32	24	12	12	1	1	0
chr1	32350000	32399999	648	0	0	0	0	0	0	30	15	8	7	0	0	0
chr1	32400000	32449999	649	0	0	0	2	0	2	28	20	4	16	1	0	1
chr1	32450000	32499999	650	0	0	0	2	0	2	19	20	6	14	3	2	1
chr1	32500000	32549999	651	1	0	1	4	2	2	26	28	2	26	9	0	9
chr1	32550000	32599999	652	0	0	0	0	0	0	27	12	4	8	0	0	0
chr1	32600000	32649999	653	0	0	0	0	0	0	22	9	6	3	0	0	0
chr1	32650000	32699999	654	0	0	0	2	2	0	12	13	7	6	4	0	4
chr1	32700000	32749999	655	0	0	0	0	0	0	10	9	8	1	0	0	0
chr1	32750000	32799999	656	6	6	0	0	0	0	13	14	12	2	0	0	0
chr1	32800000	32849999	657	0	0	0	0	0	0	10	4	4	0	0	0	0
chr1	32850000	32899999	658	10	8	2	10	10	0	40	55	45	10	4	2	2
chr1	32900000	32949999	659	4	2	2	14	10	4	55	105	46	59	9	2	7
chr1	32950000	32999999	660	1	0	1	0	0	0	15	9	6	3	4	4	0
chr1	33000000	33049999	661	0	0	0	0	0	0	11	5	2	3	0	0	0
chr1	33050000	33099999	662	0	0	0	4	0	4	37	6	0	6	0	0	0
chr1	33100000	33149999	663	0	0	0	3	3	0	48	15	12	3	1	1	0
chr1	33150000	33199999	664	0	0	0	3	0	3	42	31	23	8	2	2	0
chr1	33200000	33249999	665	0	0	0	0	0	0	13	8	4	4	2	0	2
chr1	33250000	33299999	666	1	1	0	0	0	0	18	14	5	9	0	0	0
chr1	33300000	33349999	667	2	2	0	0	0	0	24	7	6	1	0	0	0
chr1	33350000	33399999	668	3	3	0	0	0	0	20	10	6	4	0	0	0
chr1	33400000	33449999	669	2	0	2	4	0	4	43	56	18	38	6	3	3
chr1	33450000	33499999	670	1	0	1	0	0	0	33	13	4	9	5	2	3
chr1	33500000	33549999	671	0	0	0	4	2	2	44	13	4	9	0	0	0
chr1	33550000	33599999	672	0	0	0	0	0	0	26	6	0	6	0	0	0
chr1	33600000	33649999	673	2	0	2	2	0	2	35	31	4	27	4	0	4
chr1	33650000	33699999	674	1	0	1	2	0	2	27	41	6	35	11	0	11
chr1	33700000	33749999	675	0	0	0	2	0	2	41	6	2	4	0	0	0
chr1	33750000	33799999	676	10	0	10	2	0	2	42	33	4	29	4	0	4
chr1	33800000	33849999	677	8	0	8	0	0	0	22	13	0	13	0	0	0
chr1	33850000	33899999	678	10	0	10	4	0	4	52	47	6	41	5	0	5
chr1	33900000	33949999	679	0	0	0	4	0	4	51	10	2	8	2	0	2
chr1	33950000	33999999	680	0	0	0	2	0	2	26	3	0	3	0	0	0
chr1	34000000	34049999	681	4	3	1	4	2	2	33	25	13	12	8	6	2
chr1	34050000	34099999	682	5	0	5	0	0	0	13	19	2	17	4	1	3
chr1	34100000	34149999	683	4	4	0	0	0	0	18	9	4	5	0	0	0
chr1	34150000	34199999	684	10	4	6	3	2	1	41	24	12	12	4	4	0
chr1	34200000	34249999	685	14	13	1	18	4	14	77	124	27	97	11	0	11
chr1	34250000	34299999	686	17	16	1	2	2	0	14	42	20	22	0	0	0
chr1	34300000	34349999	687	2	0	2	3	0	3	13	33	4	29	1	0	1
